Notes,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Age of Infant at Death,Age of Infant at Death Code,Gender,Gender Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2020,2020,0,325234,0
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Female,F,2021,2021,Suppressed,317111,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2007,2007,Suppressed,553978,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2008,2008,Suppressed,537482,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2009,2009,Suppressed,514604,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2010,2010,Suppressed,486889,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2011,2011,Suppressed,473670,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2012,2012,Suppressed,468274,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2013,2013,0,458528,0
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2014,2014,Suppressed,451398,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2015,2015,0,435461,0
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2016,2016,Suppressed,410938,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2017,2017,Suppressed,391642,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2018,2018,0,370859,0
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2019,2019,Suppressed,360590,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2020,2020,0,340361,0
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,1 - 6 days,3,Male,M,2021,2021,Suppressed,331373,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2007,2007,Suppressed,528376,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2008,2008,Suppressed,514709,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2009,2009,Suppressed,491378,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2010,2010,Suppressed,464799,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2011,2011,Suppressed,451530,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2012,2012,Suppressed,448537,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2013,2013,Suppressed,438217,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2014,2014,Suppressed,431169,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2015,2015,Suppressed,415048,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2016,2016,Suppressed,393040,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2017,2017,10,373138,0.03 (Unreliable)
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2018,2018,Suppressed,355316,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2019,2019,Suppressed,343752,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2020,2020,Suppressed,325234,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Female,F,2021,2021,Suppressed,317111,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2007,2007,Suppressed,553978,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2008,2008,Suppressed,537482,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2009,2009,Suppressed,514604,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2010,2010,Suppressed,486889,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2011,2011,Suppressed,473670,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2012,2012,Suppressed,468274,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2013,2013,Suppressed,458528,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2014,2014,Suppressed,451398,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2015,2015,Suppressed,435461,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2016,2016,Suppressed,410938,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2017,2017,Suppressed,391642,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2018,2018,Suppressed,370859,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2019,2019,Suppressed,360590,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2020,2020,Suppressed,340361,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,7 - 27 days,4,Male,M,2021,2021,Suppressed,331373,Suppressed
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2007,2007,58,528376,0.11
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2008,2008,52,514709,0.1
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2009,2009,74,491378,0.15
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2010,2010,71,464799,0.15
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2011,2011,63,451530,0.14
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2012,2012,62,448537,0.14
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2013,2013,53,438217,0.12
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2014,2014,60,431169,0.14
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2015,2015,61,415048,0.15
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2016,2016,67,393040,0.17
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2017,2017,40,373138,0.11
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2018,2018,55,355316,0.15
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2019,2019,40,343752,0.12
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2020,2020,33,325234,0.1
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Female,F,2021,2021,39,317111,0.12
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2007,2007,87,553978,0.16
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2008,2008,74,537482,0.14
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2009,2009,123,514604,0.24
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2010,2010,93,486889,0.19
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2011,2011,78,473670,0.16
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2012,2012,82,468274,0.18
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2013,2013,74,458528,0.16
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2014,2014,64,451398,0.14
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2015,2015,73,435461,0.17
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2016,2016,68,410938,0.17
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2017,2017,61,391642,0.16
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2018,2018,60,370859,0.16
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2019,2019,58,360590,0.16
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2020,2020,52,340361,0.15
,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,28 - 364 days,5,Male,M,2021,2021,40,331373,0.12
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2007,2007,0,528376,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2008,2008,Suppressed,514709,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2009,2009,0,491378,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2010,2010,0,464799,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2011,2011,Suppressed,451530,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2012,2012,Suppressed,448537,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2013,2013,Suppressed,438217,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2014,2014,Suppressed,431169,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2015,2015,Suppressed,415048,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2016,2016,Suppressed,393040,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2017,2017,0,373138,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2018,2018,0,355316,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2019,2019,0,343752,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2020,2020,0,325234,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2021,2021,0,317111,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2007,2007,0,553978,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2008,2008,Suppressed,537482,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2009,2009,0,514604,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2010,2010,Suppressed,486889,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2011,2011,0,473670,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2012,2012,0,468274,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2013,2013,Suppressed,458528,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2014,2014,Suppressed,451398,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2015,2015,0,435461,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2016,2016,Suppressed,410938,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2017,2017,0,391642,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2018,2018,0,370859,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2019,2019,0,360590,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2020,2020,0,340361,0
,20-24 years,20-24,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2021,2021,0,331373,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2007,2007,Suppressed,528376,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2008,2008,Suppressed,514709,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2009,2009,Suppressed,491378,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2010,2010,Suppressed,464799,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2011,2011,Suppressed,451530,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2012,2012,Suppressed,448537,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2013,2013,Suppressed,438217,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2014,2014,0,431169,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2015,2015,0,415048,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2016,2016,0,393040,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2017,2017,Suppressed,373138,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2018,2018,Suppressed,355316,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2019,2019,Suppressed,343752,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2020,2020,Suppressed,325234,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2021,2021,Suppressed,317111,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2007,2007,Suppressed,553978,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2008,2008,0,537482,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2009,2009,Suppressed,514604,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2010,2010,0,486889,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2011,2011,0,473670,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2012,2012,Suppressed,468274,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2013,2013,Suppressed,458528,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2014,2014,Suppressed,451398,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2015,2015,0,435461,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2016,2016,0,410938,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2017,2017,Suppressed,391642,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2018,2018,0,370859,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2019,2019,Suppressed,360590,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2020,2020,0,340361,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2021,2021,0,331373,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2007,2007,0,528376,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2008,2008,Suppressed,514709,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2009,2009,0,491378,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2010,2010,Suppressed,464799,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2011,2011,0,451530,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2012,2012,0,448537,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2013,2013,Suppressed,438217,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2014,2014,Suppressed,431169,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2015,2015,0,415048,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2016,2016,Suppressed,393040,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2017,2017,Suppressed,373138,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2018,2018,0,355316,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2019,2019,Suppressed,343752,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2020,2020,0,325234,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2021,2021,0,317111,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2007,2007,Suppressed,553978,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2008,2008,Suppressed,537482,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2009,2009,Suppressed,514604,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2010,2010,0,486889,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2011,2011,Suppressed,473670,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2012,2012,0,468274,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2013,2013,Suppressed,458528,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2014,2014,0,451398,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2015,2015,Suppressed,435461,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2016,2016,Suppressed,410938,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2017,2017,0,391642,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2018,2018,0,370859,0
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2019,2019,Suppressed,360590,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2020,2020,Suppressed,340361,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2021,2021,0,331373,0
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2007,2007,Suppressed,528376,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2008,2008,0,514709,0
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2009,2009,Suppressed,491378,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2010,2010,Suppressed,464799,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2011,2011,Suppressed,451530,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2012,2012,Suppressed,448537,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2013,2013,Suppressed,438217,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2014,2014,Suppressed,431169,Suppressed
,20-24 years,20-24,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2015,2015,0,415048,0
